text,is_burden,index,section,parts
" (2)Any exemption granted by the Board under sub-regulation (1) shall be subject to the applicant satisfying such conditions as may be specified by the Board including conditions to be complied with on a continuous basis.
                 ",1,357,0,0
" 26.(i) The Board may, without prejudice to its right to initiate any other enforcement action, including prosecution under section 24 of the Act, give such directions in the interest of investors in securities and the securities market, as it deems fit, including:
(a)prohibiting the person concerned from cancelling any of the securities bought back in violation of the provisions of these regulations or the Companies Act;
(b)directing the person concerned to sell or divest the shares or other specified securities acquired in violation of the provisions of these regulations or any other law or regulations;
(c)restraining the company from making a further offer for buy-back;
(ii)A copy of such direction issued by the Board shall also be forwarded to Registrar of Companies.
Power of the Board to remove difficulties
                 ",1,358,0,0
" 28.(i) The Board may, in the interest of investors and the securities market, relax the strict enforcement of any requirement of these regulations except the provisions incorporated from the Companies Act, if the Board is satisfied that:
(a)the requirement is procedural in nature; or
(b)the requirement may cause undue hardship to investors;
(ii)For seeking relaxation under sub-regulation (i), the company shall file an application with the Board, supported by a duly sworn affidavit, giving details and the grounds on which such relaxation has
Page 29 of 41
been sought.
(iii)The company shall along with the application referred to under
sub-regulation (ii), pay a non-refundable fee of rupees fifty thousand, by way of direct credit in the bank account through NEFT/RTGS/IMPS or any other mode allowed by RBI or by way of a banker’s cheque or demand draft payable in Mumbai in favour of the Board.
(iv)The Board may after affording reasonable opportunity of being heard to the applicant and after considering all the relevant facts and circumstances, pass a reasoned order either granting or rejecting the relaxation sought as expeditiously as possible.
Repeal and savings
                 ",1,359,0,0
" 3.No person shall conduct, organise or assist in organising any stock exchange or clearing corporation unless he has obtained recognition from the Board in accordance with the Act, rules and these regulations:
                 ",1,360,0,0
" 4.Subject to compliance with the provisions of Act, rules and these regulations, an application for recognition as a stock exchange shall be submitted to the Board in Form A as prescribed under rule 3 of the rules and an application for recognition as a clearing corporation shall be submitted to Board in Form A as specified in Schedule - I of these regulations.
                 ",1,361,0,0
" 5.An applicant seeking recognition as a stock exchange shall pay the application fee in terms of rule 4 of the rules and an applicant seeking recognition as a clearing corporation shall also pay the application fee as payable by a stock exchange.
                 ",1,362,0,0
" 6.An application for recognition as a stock exchange or a clearing corporation, as the case may be, shall be accompanied by the copy of the memorandum of association, articles of association, bye-laws and other documents as provided in sections 3 and 4 of the Act, rule 5 of the rules and these regulations.
                 ",1,363,0,0
" 7.(1) The application under regulation 4 shall be governed by the provisions of the Act, rules and these regulations.
                 ",1,364,0,0
" (3)An applicant seeking recognition as a stock exchange shall, in addition to the conditions as specified in sub-regulations (1) and (2), comply with the following conditions, namely:—
(a)the applicant has the necessary infrastructure for the orderly execution of trades;
(b)the applicant has an online screen-based trading system;
(c)the applicant has an online surveillance capability which monitors positions, prices and volumes in real time so as to ensure market integrity;
(d)the applicant has adequate infrastructure to list securities for trading on its platform, wherever applicable;
(e)the applicant has necessary capability to have a nationwide network of trading members and has adequate facility to admit and regulate its members;
(f)the applicant has made necessary arrangements to establish connectivity with its trading members and clearing corporation;
(g)the applicant has adequate Investor Protection Fund and Investor Services Fund;
(h)the applicant has adequate investor grievances redressal mechanism and arbitration mechanism to resolve disputes arising out of trades and its settlement;
(i)the applicant has the facility to disseminate information about trades, quantities and quotes in real time to at least two information vending networks which are accessible to investors in the country;
(j)the applicant has adequate systems' capacity supported by a business continuity plan including a disaster recovery site;
(k)the applicant has in its employment, sufficient number of persons having adequate professional and other relevant experience;
(l)the business feasibility plan has been appraised by a reputed agency having expertise in securities market; and
(m)any other conditions as may be specified by the Board.
                 ",1,365,0,0
" (4)An applicant seeking recognition as a clearing corporation shall, in addition to the conditions as specified in sub-regulations (1) and (2), comply with the following conditions, namely:—
(a)the applicant has necessary infrastructure to ensure timely clearing and settlement of trades;
(b)the applicant has adequate risk management mechanism;
(c)the applicant has a settlement procedure including netting, novation and guarantee for settlement of trades in place, which is in accordance with the manner specified by the Board;
(d)the applicant has the capacity to establish a fund to guarantee settlement of trades;
(e)the applicant has necessary capability to have a wide network of clearing members and has adequate facility to admit and regulate its members;
(f)the applicant has established connectivity with the depositories, clearing banks, stock exchange and clearing members;
(g)the applicant has adequate systems' capacity for on-line/real time risk management of trades cleared and settled and is supported by a suitable business continuity plan including a disaster recovery site;
(h)the applicant has in its employment, sufficient number of persons having adequate professional and other relevant experience to the satisfaction of the Board;
(i)the applicant has the necessary arrangements in place for resolving disputes and redressal of grievances arising out of clearing and settlement of trades;
(j)the applicant has an agreement with a depository and with a recognised stock exchange in respect of clearing and settlement of the trades;
(k)the business feasibility plan has been appraised by a reputed agency having expertise in securities market; and
(l)any other conditions as may be specified by the Board.
                 ",1,366,0,0
" (6)An application for recognition shall be made in the manner as specified under PART –D of Schedule – II of these regulations.
                 ",1,367,0,0
" 9.(1) The Board may, after considering the application under regulation 4 and on being satisfied that the applicant has complied with the conditions laid down in regulation 7 and is eligible to act as a recognised stock exchange or a recognised clearing corporation, as the case may be, grant recognition to the applicant in terms of section 4 of the Act, in the interest of the securities market.
                 ",1,368,0,0
" (2)The recognition granted to a stock exchange under sub-regulation (1) shall be in Form B of the rules.
                 ",1,369,0,0
" (3)The recognition granted to a clearing corporation shall be in Form B of Schedule-I of these regulations.
                 ",1,370,0,0
" (4)The recognised stock exchange and the recognised clearing corporation shall comply with such other conditions, including those with regard to the nature of securities to be dealt with, as may be imposed by the Board from time to time.
 Period of recognition
                 ",1,371,0,0
" 10.(1) The period of recognition granted to a stock exchange shall be as per rule 6 of the rules.
                 ",1,372,0,0
" (2)The recognition granted to a clearing corporation, unless granted on a permanent basis, shall be for such period not less than one year as may be specified by the Board.
                 ",1,373,0,0
" (2)Every recognised clearing corporation shall pay the regulatory fee as the Board may specify.
                 ",1,374,0,0
" 12.(1) The provisions of these regulations, as applicable to the grant of recognition to a stock exchange, shall in addition to rule 7 of the rules also apply in relation to an application for renewal of recognition of a recognised stock exchange.
                 ",1,375,0,0
" (2)A recognised clearing corporation desirous of renewal of recognition shall make an application to the Board in Form A of Schedule-I of these regulations and such application shall reach the Board atleast three months prior to the date of expiry of the recognition.
                 ",1,376,0,0
" (3)The provisions of these regulations, as applicable to the grant of recognition to a clearing corporation, shall also apply in relation to an application for renewal of recognition of a recognised clearing corporation.
                 ",1,377,0,0
" (4)An applicant seeking renewal of recognition as a stock exchange shall pay fee in terms of rule 7 of the rules, and an applicant seeking renewal of recognition as a clearing corporation shall also pay fee as payable by a stock exchange.
                 ",1,378,0,0
" (5)The recognised stock exchange and recognised clearing corporation shall comply with the applicable conditions specified in sub-regulation (3) and sub-regulation (4) of regulation 7, as the case may be, on a continuous basis.
                 ",1,379,0,0
" 13.The recognition granted to a stock exchange or a clearing corporation may be withdrawn in the manner provided under section 5 of the Act.
                 ",1,380,0,0
" 14.(1) Every recognised stock exchange shall have a minimum networth of one hundred crore rupees at all times:
                 ",1,381,0,0
" (2)Every applicant seeking recognition as a clearing corporation under regulation 4 shall have a minimum networth of one hundred crore rupees:
                 ",1,382,0,0
" (3)(a) Every recognized clearing corporation, on commencement of operations, shall, on an ongoing basis, maintain capital including retained earnings and reserves, as may be specified by the Board from time to time, to adequately cover counterparty credit risk, business risk, legal and operational risk.
(b)Every recognized clearing corporation shall hold additional capital to cover costs required for orderly wind-down or recovery of operations.
(c)Every recognized clearing corporation shall maintain, at all times, a minimum net worth of one hundred crore rupees or capital as determined under regulation 14(3)(a) and 14(3)(b), whichever is higher.
                 ",1,383,0,0
" (4)A recognised stock exchange or a recognised clearing corporation shall not distribute profits in any manner to its shareholders until the networth specified under sub-regulations (1), (2) and (3), as the case may be, is achieved.
                 ",1,384,0,0
" (5)Every recognised stock exchange or recognised clearing corporation shall submit an audited networth certificate from the statutory auditor on a yearly basis by the thirtieth day of September of every year for the preceding financial year.
                 ",1,385,0,0
" 15.For the purposes of this Chapter:
(1)""banking company"" shall have the same meaning as assigned to it in clause (c) of section 5 of the Banking Regulation Act, 1949 (10 of 1949);
(2)""insurance company"" shall have the same meaning as assigned to it in sub-section (8) of section 2 of the Insurance Act, 1938 (4 of 1938);
(3)""person resident in India"" shall have the same meaning as assigned to it in clause (v) of section 2 of the Foreign Exchange Management Act, 1999 (42 of 1999);
(4)""person resident outside India"" shall have the same meaning as assigned to it in clause
(w) of section 2 of the Foreign Exchange Management Act, 1999 (42 of 1999).
(5)“public financial institution” shall have the same meaning as assigned to it in sub-section (72) of section 2 of the Companies Act, 2013
                 ",1,386,0,0
" 16.(1) Save as otherwise provided in these regulations, the shareholding or voting rights of any person in a recognised stock exchange or a recognised clearing corporation shall not exceed the limits specified in this Chapter at any point of time.
                 ",1,387,0,0
" (2)The shareholding as specified in this Chapter shall include any instrument owned or controlled, directly or indirectly, that provides for entitlement to equity or rights over equity at any future date.
                 ",1,388,0,0
" 17.(1) The public holding in a recognised stock exchange shall not be less than fifty one per cent of the paid up equity share capital of that recognised stock exchange.
                 ",1,389,0,0
" (2)No person resident in India shall at any time, directly or indirectly, either individually or together with persons acting in concert, acquire or hold more than five per cent of the paid up equity share capital in a recognised stock exchange:
 Provided that,—
(a)a stock exchange;
(b)a depository;
(c)a banking company;
(d)an insurance company; and
(e)a public financial institution,
may acquire or hold, either directly or indirectly, either individually or together with persons acting in concert, upto fifteen per cent of the paid up equity share capital of a recognised stock exchange.
                 ",1,390,0,0
" (4)Subject to the limits as otherwise prescribed by the Central Government from time to time, the combined holding of all persons resident outside India in the paid up equity share capital of a recognised stock exchange shall not exceed, at any time, forty-nine per cent of its total paid up equity share capital
                 ",1,391,0,0
" (5)No clearing corporation shall hold any right, stake or interest, of whatsoever nature, in any recognised stock exchange.
                 ",1,392,0,0
" 18. (1) The capital structure in a recognized clearing corporation shall be such that atleast fifty one percent of its paid up equity share capital shall always be held by one or more recognized stock exchange(s):
 Provided that no recognised stock exchange shall, directly or indirectly, either individually or together with persons acting in concert, acquire or hold more than fifteen per cent of the paid up equity share capital in more than one recognised clearing corporation.
                 ",1,393,0,0
" with persons acting in concert, acquire or hold more than five per cent. of the paid up equity share capital in a recognised clearing corporation:
 Provided that,—
(a)a depository;
(b)a banking company;
(c)an insurance company; and
(d)a public financial institution,
may acquire or hold, either directly or indirectly, either individually or together with persons acting in concert, upto fifteen per cent of the paid up equity share capital of a recognised clearing corporation.
                ",1,394,0,0
" 19.(1) No person shall, directly or indirectly, acquire or hold any equity shares or voting rights of a recognised stock exchange or recognized clearing corporation unless he is a fit and proper person:
 Provided that the onus shall be on the recognised stock exchange/ recognised clearing corporation to ensure that all its shareholders are fit and proper persons:
                 ",1,395,0,0
"  Provided further that such a requirement to ensure that all its shareholders are fit and proper persons shall not be applicable to a listed recognized stock exchange for shareholding of a person who directly or indirectly, acquires or holds less than two percent equity shares or voting rights of such listed recognized stock exchange.
                 ",1,396,0,0
" (2)Any person who acquires equity shares or voting rights, in a recognised stock exchange or recognized clearing corporation, directly or indirectly, either individually or together with persons acting in concert, that entitles the person(s) so acquiring to exercise any voting rights in the range of two percent to five per cent, shall seek approval of the Board within fifteen days of such acquisition.
                 ",1,397,0,0
" (3)A person eligible to acquire or hold more than five per cent of the paid up equity share capital under sub-regulation (2) and (3) of regulation 17 and sub-regulation (2) and (3) of regulation 18 may acquire or hold more than five per cent of the paid up equity share capital of a recognised stock exchange or a recognised clearing corporation only if he has obtained prior approval of the Board.
                 ",1,398,0,0
" (4)The application for seeking approval in terms of sub-regulation (2) or sub-regulation
(3)of this regulation shall be made to the Board in the manner specified at PART –F of Schedule – II of these regulations through the concerned stock exchange / clearing corporation.
                 ",1,399,0,0
" (5)The stock exchange / clearing corporation shall verify the declarations/ undertakings given by the shareholders under sub-regulation (4) and forward the application along with its recommendation for approval to the Board.
                 ",1,400,0,0
" (6)If approval under sub-regulation (2) is not granted by the Board to any person, such person shall forthwith divest his entire shareholding in the recognised stock exchange / recognised clearing corporation.
                 ",1,401,0,0
" (7)Any person holding two per cent. or more of the paid up equity share capital in a recognised stock exchange or a recognised clearing corporation, as the case may be, shall file a declaration within fifteen days from the end of every financial year to the recognised stock exchange or recognised clearing corporation, as the case may be, that he complies with the fit and proper criteria provided in these regulations.
                 ",1,402,0,0
" 19A.The recognised stock exchange / recognised clearing corporation shall put in place a monitoring mechanism as specified in Part G of Schedule – II of these regulations to ensure compliance with the shareholding conditions specified in these regulations at all times.
                 ",1,403,0,0
" 20.(1) The recognised stock exchange/ recognised clearing corporation shall ensure that all its directors and key management personnel are fit and proper persons at all times.
                 ",1,404,0,0
" (2)For the purposes of these regulations, a person shall be deemed to be a fit and proper person if—
(a)such person has a general reputation and record of fairness and integrity, including but not limited to—
(i)financial integrity;
(ii)good reputation and character; and
(iii)honesty;
(b)such person has not incurred any of the following disqualifications—
(i)the person or any of its whole time directors or managing partners, has been convicted by a court for any offence involving moral turpitude or any economic offence or any offence against the securities laws;
(ii)an order for winding up has been passed against the person;
(iii)the person, or any of its whole time directors or managing partners, has been declared insolvent and has not been discharged;
(iv)an order, restraining, prohibiting or debarring the person or any of its whole time directors or managing partners, from dealing in securities or from accessing the securities market, has been passed by the Board or any other regulatory authority and a period of three years from the date of the expiry of the period specified in the order has not elapsed;
(v)any other order against the person, or any of its whole time directors or managing partners, which has a bearing on the securities market, has been passed by the Board or any other regulatory authority, and a period of three years from the date of the order has not elapsed;
(vi)the Board has initiated recovery proceedings under the SEBI Act, 1992 and are pending;
(vii)the person has been found to be of unsound mind by a court of competent jurisdiction and the finding is in force;
(viii)the person is financially not sound or has been categorized as a willful defaulter; and
(ix)any other disqualification as specified by the Board.
                 ",1,405,0,0
" 21. (1) Without prejudice to the provisions of the Act, rules and these regulations, the recognised stock exchange(s) and the recognised clearing corporation(s) shall disclose to the Board, in the format specified by the Board, their shareholding pattern on a quarterly basis within fifteen days from the end of each quarter, including therein the following: —
(a)the names of the ten largest shareholders along with the number and percentage of shares held by them;
(b)the names of the shareholders falling under regulations 17 and 18 who had acquired shares in that quarter.
                 ",1,406,0,0
" (2)A recognised stock exchange and a recognised clearing corporation shall monitor and ensure compliance with this Chapter at all times.
                 ",1,407,0,0
" 22. In addition to the requirements under other laws in force, a recognised stock exchange and recognised clearing corporation shall maintain and preserve all the books, registers, other documents and records relating to the issue or transfer of its securities for a period of not less than eight years.
                 ",1,408,0,0
" 23.(1) The governing board of every recognised stock exchange and recognised clearing corporation shall include:
(a)shareholder directors;
(b)public interest directors; and,
(c)managing director.
                 ",1,409,0,0
" (2)Subject to the prior approval of the Board, the chairperson shall be elected by the governing board from amongst the public interest directors.
                 ",1,410,0,0
" (3)The number of public interest directors shall not be less than the number of shareholder directors on the governing board of a recognised stock exchange and recognized Clearing Corporation.
                 ",1,411,0,0
" (4)The managing director shall be included in the category of shareholder directors.
                 ",1,412,0,0
" (5)Any employee of a recognised stock exchange or recognised clearing corporation may be appointed on the governing board in addition to the managing director and such director shall be deemed to be a shareholder director.
                 ",1,413,0,0
" (6)No trading member or clearing member or their associates and agents, irrespective of the stock exchange / clearing corporation of which they are members, shall be on the governing board of any recognised stock exchange or recognised clearing corporation.
                 ",1,414,0,0
" (7)For the purposes of sub-regulation (6) above, a person who is a director in an entity, that itself is a trading member or clearing member or has associate(s) as trading member(s) or clearing member(s) shall be deemed to be a clearing member or trading member:
 Provided a person shall not be deemed to be clearing member and / or trading member or their associate for the purpose of sub-regulation (6), if he/she is on the board of a public financial institution or bank which is in public sector, or which either has no identifiable ultimate promoter, or the ultimate promoter is in public
                 ",1,415,0,0
" sector or has well diversified shareholding , and such Public Financial Institution or Bank or its associate is a clearing member and / or trading member:
 Provided further that the independent directors of the associates of Public Financial Institution or Bank in public sector, who are clearing member and/or trading member and where the majority shareholding is that of such public Financial institution or bank in the public sector, shall not be deemed to be a clearing member and / or trading member for the purpose of sub-regulation (6).
                ",1,416,0,0
" (8)The appointment of director shall be subject to the fulfillment of other requirements and satisfaction of the Board.
                 ",1,417,0,0
" (9)A recognised stock exchange and recognised clearing corporation, shall monitor and ensure the compliance of sub-regulation (6) on continuous basis, to ensure that directors appointed, on their governing board, do not get associated with trading member or clearing member after approval of appointment.
                 ",1,418,0,0
" (10)The number of public interest directors shall not be less than the number of shareholder directors to constitute the quorum for the meeting of the governing board.
                 ",1,419,0,0
" (11)The voting on a resolution in the meeting of the governing board shall be valid only when the number of public interest directors that have cast their vote on such resolution is equal to more than the number of shareholder directors who have cast their vote on such resolution.
                 ",1,420,0,0
" (12)The casting vote in the meetings of the governing board of a recognised stock exchange or a recognised clearing corporation shall be with the chairperson of the governing board.
                 ",1,421,0,0
" (13)No foreign portfolio investor shall have any representation in the governing board of a recognised stock exchange or a recognised clearing corporation.
                 ",1,422,0,0
" 24. (1) The appointment and re-appointment of all shareholder directors on the governing board of every recognised stock exchange or recognised clearing corporation shall be with the prior approval of the Board.
                 ",1,423,0,0
" (2)The public interest directors on the governing board of the recognised stock exchange(s) and the recognised clearing corporation(s) shall be nominated by the Board.
                 ",1,424,0,0
" (3)Public interest directors shall be nominated for a term of three years, extendable by another term of three years, subject to performance review in the manner as may be specified by the Board:
 Provided that post the expiry of term(s) at the recognized stock exchange or the recognized clearing corporation, a public interest director may be nominated for a further term of three years in other recognized clearing corporation or recognized stock exchange, or a depository, only after a cooling-off period of one year:
                 ",1,425,0,0
"  Provided further that a person may be nominated as a public interest director for a maximum of three terms across recognized stock exchanges / recognized clearing corporations / depositories, subject to a maximum age limit of seventy five years.
                 ",1,426,0,0
" (4)A public interest directors on the board of a recognized stock exchange or a recognized clearing corporation shall not act simultaneously as director on the board of its subsidiary or on the board of any other recognized stock exchange or recognized clearing corporation or depository or on the board of subsidiary of such other recognized stock exchange or recognized clearing corporation or depository.
                 ",1,427,0,0
" (5)A public interest director on the board of a recognized stock exchange or a recognized clearing corporation shall keep its governing board apprised of any conflict of interest, which may arise as a result of the public interest director providing services, either directly or indirectly, to any company listed or traded on that recognized stock exchange, to any trading member or clearing member or their associates and agents
                 ",1,428,0,0
" (6)No public interest director shall become a shareholder director unless there is a cooling-off period of three years after ceasing to be a public interest director.
                 ",1,429,0,0
" (7)No public interest director on the board of a recognized stock exchange or a recognized clearing corporation, shall become a director on the board of subsidiary of that recognized stock exchange or recognized clearing corporation, as the case may be, unless there is a cooling-off period of three years after ceasing to be a public interest director.
                 ",1,430,0,0
" (8)A public interest director on the board of a recognized stock exchange or a recognized clearing corporation shall not act simultaneously as a member on more than five committees of that recognized stock exchange or a recognized clearing corporation.
                 ",1,431,0,0
" (9)Public interest directors shall be remunerated only by way of sitting fees as admissible to independent directors in the Companies Act, 2013.
                 ",1,432,0,0
" (10)If any issue arises as to whether an assignment or position of a public interest director is in conflict with his role, the Board's decision shall be final.
                 ",1,433,0,0
" (11)The application for appointment of Directors shall be made in the manner as specified under PART –H of Schedule – II of these regulations.
                 ",1,434,0,0
" 25.(1) The appointment, renewal of appointment and termination of service of the managing director of a recognised stock exchange or a recognised clearing corporation shall be subject to the prior approval of the Board.
                 ",1,435,0,0
" (3) The appointment of the managing director shall be for a term not exceeding five years:
 Provided that post the completion of the first term, the recognized stock exchange or the recognized clearing corporation shall conduct the appointment process for appointment of the Managing Director afresh:
                 ",1,436,0,0
"  Provided further that a person may be appointed as the Managing Director by the recognized stock exchange or recognized clearing corporation for a maximum of two terms not exceeding five years each, subject to a maximum age limit of sixty five years.
                 ",1,437,0,0
" (4)The Managing director of a recognised stock exchange or a recognised clearing corporation shall not—
(a)be a shareholder or an associate of a shareholder of a recognised stock exchange or recognised clearing corporation or shareholder of an associate of a recognised stock exchange or recognised clearing corporation, as the case may be;
(b)be a trading member or a clearing member or his associate and agent or shareholder of a trading member or clearing member or shareholder of an associate and agent of a trading member or a clearing member; or
(c)hold any position concurrently in the subsidiary of a recognised stock exchange or a recognised clearing corporation or in any other entity associated with a recognised stock exchange or a recognised clearing corporation:
Provided that the Managing Director of a recognised stock exchange may be appointed on the governing board, but not as managing director, of the subsidiary of a recognised stock exchange or a recognised clearing corporation.
                 ",1,438,0,0
" (6)The Board may suo motu remove or terminate the appointment of the managing director if deemed fit in the interest of securities market:
 Provided that no managing director shall be removed unless he has been given a reasonable opportunity of being heard.
                 ",1,439,0,0
" (7)The conditions specified under this regulation for appointment of directors shall be applicable to a person holding position as managing director in a stock exchange or a clearing corporation on the date of commencement of these regulations.
                 ",1,440,0,0
" 26.(1) Every director of a recognised stock exchange and a recognised clearing corporation shall abide by the Code of Conduct specified under Part- A of Schedule- II of these regulations.
                 ",1,441,0,0
" (2)Every director and key management personnel of a recognised stock exchange and a recognised clearing corporation shall abide by the Code of Ethics specified under Part- B of Schedule- II of these regulations.
                 ",1,442,0,0
" (3)Every director and key management personnel of a recognised stock exchange and a recognised clearing corporation shall be a fit and proper person as described in regulation 20.
                 ",1,443,0,0
" 27.(1) A recognised stock exchange or a recognised clearing corporation shall constitute a Nomination and Remuneration Committee comprising a majority of public interest directors and chaired by a public interest director.
                 ",1,444,0,0
" (3)The compensation policy shall be in accordance with the norms for compensation policy specified under PART – I of Schedule – II of these regulations.
                 ",1,445,0,0
" (4)The compensation payable to the managing director shall be as approved by the Board and the terms and conditions of the compensation of the managing director shall not be changed without prior approval of the Board.
                 ",1,446,0,0
" (5)The compensation given to the key management personnel shall be disclosed in the report of the recognised stock exchange or recognised clearing corporation under section 134 of the Companies Act, 2013.
                 ",1,447,0,0
" (6)The report under sub-regulation (5) shall comprise of ratio of compensation paid to each key management personnel, vis-a-vis. median of compensation paid to all employees of the recognized stock exchange or recognized clearing corporation.
                 ",1,448,0,0
" (7)The tenure of a key management personnel, other than a director, shall be for a fixed period, as may be decided by the Nomination and Remuneration Committee.
                 ",1,449,0,0
" 28.The recognised stock exchange and recognised clearing corporation shall segregate its regulatory departments from other departments in the manner specified in Part - C of Schedule - II of these regulations.
                 ",1,450,0,0
" 29.(1) Every recognised stock exchange / recognized clearing corporation shall constitute the committees as per sub-regulation (2) and sub-regulation (3).
                 ",1,451,0,0
" (4)The composition, quorum and functions of the committees under sub-regulation (2) and sub-regulation (3) shall be in the manner as specified by the Board from time to time.
                 ",1,452,0,0
" (2)The compliance officer shall immediately and independently, report to the Board any non- compliance of any provision stated in sub-regulation (1) observed by him.
                 ",1,453,0,0
" 31.(1) The contribution to the Fund as specified in regulation 37 shall be made by the recognised stock exchange, the recognised clearing corporation and the clearing members, in the manner as may be specified by the Board from time to time.
                 ",1,454,0,0
" (2)In case of shortfall in the Fund, the recognised clearing corporation and the recognised stock exchange shall replenish the Fund to the threshold level as may be specified by the Board from time to time.
                 ",1,455,0,0
" 32.Penalties levied by recognised stock exchange or recognised clearing corporation shall be credited to its Investor Protection Fund or the Fund as specified in regulation 37, as the case may be.
                 ",1,456,0,0
" (2)The governing board of a recognised stock exchange or a recognised clearing corporation shall confirm compliance of sub-regulation (1) in writing on half yearly basis.
                 ",1,457,0,0
" (3)Recognised stock exchange and a recognised clearing corporation shall disclose resources committed towards strengthening regulatory functions and towards ensuring compliance with regulatory requirements applicable to the recognised stock exchange or recognised clearing corporation, as the case may be, backed by an activity based accounting in the report under section 134 of the Companies Act, 2013.
                 ",1,458,0,0
" (4)The fees and charges levied by a recognised stock exchange or a recognised clearing corporation shall be placed for review before the Oversight Committee of such recognised stock exchange or recognised clearing corporation.
                 ",1,459,0,0
" 35.(1) Subject to provisions of sub-regulation (2), a recognised stock exchange shall avail the service of a recognised clearing corporation pursuant to an agreement in writing between them stipulating their rights and obligations, the conditions for admission of securities for clearing and settlement, risk management measures, charges for clearing and settlement and other incidental and consequential matters.
                 ",1,460,0,0
" 4[Provided that in case a recognised stock exchange enters into an arrangement with more than one recognised clearing corporation, it shall enter into a multipartite agreement in writing with such recognised clearing corporations to ensure interoperability among the clearing corporations.]
                 ",1,461,0,0
" (2)The recognised stock exchange shall extend its arbitration mechanism for settlement of disputes or claims arising out of clearing and settlement of trades executed on such stock exchange.
                 ",1,462,0,0
" 36.(1) A recognised clearing corporation shall seek approval of the Board before extending its services to any segment of a recognised stock exchange and before admitting any securities for clearing and settlement.
                 ",1,463,0,0
" (2)A recognized stock exchange shall not introduce any new segment without the prior approval of the Board.
                 ",1,464,0,0
" 37.(1) Every recognised clearing corporation shall establish and maintain a Fund by whatever name called, for each segment, to guarantee the settlement of trades executed in respective segment of a recognised stock exchange:
                 ",1,465,0,0
" (2)In the event of a clearing member failing to honour his settlement obligations, the Fund shall be utilized to complete the settlement.
                 ",1,466,0,0
" (3)The corpus of the Fund shall be adequate to meet the settlement obligations arising on account of failure of clearing member(s).
                 ",1,467,0,0
" (4)The sufficiency of the corpus of the Fund shall be tested by way of periodic stress tests, in the manner specified by the Board.
                 ",1,468,0,0
" 38.(1)The utilization of profits and investments by recognised clearing corporations shall be in accordance with the norms specified by the Board.
                 ",1,469,0,0
" “Provided that in case a recognised stock exchange enters into an arrangement with more than one recognised clearing corporation, it shall enter into a multipartite agreement in writing with such recognised clearing corporations to ensure interoperability among the clearing corporations.”
                 ",1,470,0,0
" (2)The recognized stock exchange or recognized clearing corporation shall not carry on any activity whether involving deployment of funds or otherwise without prior approval of the Board:
 Provided that prior approval of the Board shall not be required in case of treasury investments if such investments are as per the investment policy approved by the governing board of recognized stock exchange or recognized clearing corporation;
                 ",1,471,0,0
"  Provided further, that the recognised stock exchange and recognised clearing corporation may engage in activities whether involving deployment of funds or
                 ",1,472,0,0
" otherwise that are unrelated or not incidental to its activity as a stock exchange or clearing corporation, as the case may be, 6[*] through a separate legal entity and subject to approval of the Board.
                ",1,473,0,0
" 39.(1) The recognised clearing corporation shall lay down a policy framework for ensuring that there is no discrimination while rendering clearing and settlement services in settlement of trades executed on shareholder stock exchange(s) and executed on non-shareholder stock exchange(s).
                 ",1,474,0,0
" (2)The framework under sub-regulation (1) shall be made available on the website of the clearing corporation and shall provide the basis on which access to clearing and settlement services of the clearing corporation has been provided to a shareholder stock exchange(s) along-with the manner in which the said requirements should be complied by a non-shareholder stock exchange(s) to obtain access to clearing and settlement services.
                 ",1,475,0,0
" (3)The recognised clearing corporation and recognised stock exchange shall ensure equal, unrestricted, transparent and fair access to all persons without any bias towards its associates and related entities.
                 ",1,476,0,0
" (4)If any issue arises in rendering non-discriminatory access to services of a recognized clearing corporation, the Board's decision shall be final.
                 ",1,477,0,0
" 40.(1) Every recognised stock exchange shall maintain and preserve the books of account and documents as per rule 14 of the rules.
                 ",1,478,0,0
" (2)Subject to the provisions of any other law for the time being in force, every recognised clearing corporation shall maintain and preserve the following books of account and documents for a minimum period of eight years, namely:-
(a)Minute books of the meetings of:
(i)governing board;
(ii)any committees of the governing board;
(b)Record of clearing members showing their full names, addresses and details of bank and depository accounts for settlement purposes;
6Omitted by the Securities Contracts (Regulation) (Stock Exchanges and Clearing Corporations) (Amendment) Regulations, 2019, w.e.f. 04-06-2019. Prior to its omission, it read as “except”.
(c)Transaction records;
(d)Record of security deposits;
(e)Margin deposits book;
(f)Client margin collection details;
(g)Ledgers;
(h)Journals;
(i)Cash book;
(j)Bank account statement;
(k)Such other books of accounts and documents as may be specified by the Board from time to time.
                 ",1,479,0,0
" 41.(1) Every recognised stock exchange and recognised clearing corporation shall furnish to the Board its annual financial statements and returns as per rule 17 and 17A of the rules.
                 ",1,480,0,0
" (2)The records as per sub-regulation (1) with respect to the preceding financial year shall be furnished to the Board by the thirtieth of September of every year.
                 ",1,481,0,0
" 42.(1) A recognised stock exchange and recognised clearing corporation shall, with the prior approval of the Board, make bye-laws for the regulation of contracts and clearing and settlement, as the case may be, as per section 9 of the Act and these regulations.
                 ",1,482,0,0
" (2)No memorandum of association, articles of association or any other constitution document, in so far as they relate to matters specified in section 3 of the Act or under these regulations and bye- laws of a recognised stock exchange or a recognised clearing corporation, shall be amended except with prior approval of the Board.
                 ",1,483,0,0
